tweetid,userid,user_display_name,tweet_time,Traffic,Traffic_keywords,Weather (Regular),Weather (Regular)_keywords,Weather (Extreme),Weather (Extreme)_keywords,Crime,Crime_keywords,Events,Events_keywords,Entertainment,Entertainment_keywords,Politics,Politics_keywords,Economy,Economy_keywords,Business,Business_keywords,City Hall types stories,City Hall types stories_keywords,Lifestyle,Lifestyle_keywords,Health,Health_keywords,Education,Education_keywords,Sports,Sports_keywords,Courthouse types stories,Courthouse types stories_keywords,Obituaries,Obituaries_keywords,Terrorism,Terrorism_keywords,State House types stories,State House types stories_keywords,Religion,Religion_keywords,2nd Amendment,2nd Amendment_keywords,Travel,Travel_keywords,Leisure,Leisure_keywords,Russian Sphere,Russian Sphere_keywords,Science,Science_keywords,Technology,Technology_keywords,Race,Race_keywords,Immigration,Immigration_keywords,Police Brutality,Police Brutality_keywords,Stock Exchange,Stock Exchange_keywords,Abortion,Abortion_keywords
697257168005832704,2753211010,Phoenix Daily News,2016-02-10 03:13:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,3.0,"('gop', 'politics', 'trump')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696523646861357056,2601235821,Pittsburgh Today,2016-02-08 02:39:00,0.0,(),0.0,(),0.0,(),0.0,(),,,1.0,"('perform',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697781786185588736,2601235821,Pittsburgh Today,2016-02-11 13:58:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697760012345569280,2928870434,Newspeak Daily,2016-02-11 12:32:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,1.0,"('politics',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697869468937035776,2611151319,Seattle Post,2016-02-11 19:47:00,0.0,(),,,,,1.0,"('party',)",1.0,"('party',)",1.0,"('entertainment',)",,,,,,,,,2.0,"('entertainment', 'party')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697591155664429056,3071479646,Baltimore Online,2016-02-11 01:21:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,1.0,"('protest',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696792407975682048,2494112058,San Jose Daily,2016-02-08 20:27:00,1.0,"('hold',)",0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698561000000000000,2743327187,Washington Online,2016-02-13 17:35:00,0.0,(),,,,,,,,,1.0,"('business',)",,,1.0,"('business',)",1.0,"('business',)",,,,,,,,,1.0,"('court',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698103435237785600,2743327187,Washington Online,2016-02-12 11:16:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,1.0,"('job',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696512587211493376,3074013672,Oakland Online,2016-02-08 01:55:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,3.0,"('politics', 'trump', 'vote')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697342196807266304,3899481526,Syria Today,2016-02-10 08:51:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('libya',)",,,,,,,,,,,,,,
696716000000000000,2630842499,San Diego Daily,2016-02-08 15:25:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697860123838926848,2601235821,Pittsburgh Today,2016-02-11 19:09:00,0.0,(),,,,,,,,,2.0,"('entertainment', 'movie')",,,,,,,,,1.0,"('entertainment',)",,,,,,,,,,,,,,,,,,,,,1.0,"('movie',)",,,,,,,1.0,"('diversity',)",,,,,,,,
697559946389356544,2753338899,San Antonio Top News,2016-02-10 23:17:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,1.0,"('body',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697162777702453248,2630842499,San Diego Daily,2016-02-09 20:58:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697412998676107264,2601235821,Pittsburgh Today,2016-02-10 13:33:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,1.0,"('heart',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697851410671493120,2753146444,Cleveland Online,2016-02-11 18:35:00,0.0,(),0.0,(),0.0,(),,,,,,,1.0,"('politics',)",,,,,,,,,1.0,"('treatment',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696740598347276288,3071479646,Baltimore Online,2016-02-08 17:01:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,2.0,"('clinton', 'politics')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696749300026486784,2601235821,Pittsburgh Today,2016-02-08 17:35:00,0.0,(),0.0,(),0.0,(),,,,,1.0,"('game',)",,,,,,,,,,,,,,,1.0,"('sport',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696874415959609344,2743327187,Washington Online,2016-02-09 01:53:00,0.0,(),0.0,(),0.0,(),,,,,,,,,1.0,"('salary',)",,,,,,,,,,,2.0,"('baseball', 'catcher')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698706855967653888,2601235821,Pittsburgh Today,2016-02-14 03:14:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('bullet',)",,,,,,,,,,,,,,,,,,,,
698655394227290112,3074013672,Oakland Online,2016-02-13 23:50:00,0.0,(),0.0,(),0.0,(),,,,,,,2.0,"('candidate', 'politics')",,,,,,,,,1.0,"('death',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697247189613965312,2587843805,KansasCityDailyNews,2016-02-10 02:34:00,1.0,"('race',)",0.0,(),0.0,(),0.0,(),,,,,2.0,"('gop', 'politics')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696710468627345408,2928870434,Newspeak Daily,2016-02-08 15:01:00,0.0,(),0.0,(),0.0,(),,,,,,,,,1.0,"('tax',)",,,,,,,1.0,"('health',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697897000000000000,2753211010,Phoenix Daily News,2016-02-11 21:37:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,2.0,"('nba', 'sport')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696898661100318720,2601235821,Pittsburgh Today,2016-02-09 03:29:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,1.0,"('sport',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697224810728849408,2495567768,San Francisco Daily,2016-02-10 01:05:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,1.0,"('trump',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698277391492251648,2591847731,Boston Today,2016-02-12 22:47:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,1.0,"('money',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697862352855658496,3071479646,Baltimore Online,2016-02-11 19:18:00,0.0,(),0.0,(),,,,,,,,,,,,,1.0,"('general',)",,,,,,,,,1.0,"('court',)",1.0,"('attorney',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696775157629628416,2495567768,San Francisco Daily,2016-02-08 19:18:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697625058135543808,2494112058,San Jose Daily,2016-02-11 03:35:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,1.0,"('heart',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697585341755031552,3071479646,Baltimore Online,2016-02-11 00:58:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,1.0,"('vote',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698265000000000000,2611151319,Seattle Post,2016-02-12 21:59:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,1.0,"('union',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698909063241830400,2591847731,Boston Today,2016-02-14 16:38:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,1.0,"('politics',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698146183949082624,2530830345,New Orleans Online,2016-02-12 14:06:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,3.0,"('politics', 'rally', 'trump')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698522762718027776,2601235821,Pittsburgh Today,2016-02-13 15:02:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,1.0,"('close',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696925865482063872,2494112058,San Jose Daily,2016-02-09 05:17:00,0.0,(),0.0,(),0.0,(),0.0,(),1.0,"('event',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697337540987084800,2753146444,Cleveland Online,2016-02-10 08:33:00,0.0,(),0.0,(),0.0,(),1.0,"('crime',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('syria',)",,,,,,,,,,,,,,
697264018260516864,2591847731,Boston Today,2016-02-10 03:41:00,0.0,(),0.0,(),0.0,(),,,,,,,1.0,"('politics',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('breath',)",,,,
698352605584429056,2495567768,San Francisco Daily,2016-02-13 03:46:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,1.0,"('illness',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696809449202122752,2587843805,KansasCityDailyNews,2016-02-08 21:34:00,0.0,(),0.0,(),0.0,(),1.0,"('murder',)",,,,,,,,,,,,,,,,,1.0,"('degree',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697583585688047616,2601235821,Pittsburgh Today,2016-02-11 00:51:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,1.0,"('politics',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697410309749764096,2753211010,Phoenix Daily News,2016-02-10 13:22:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697032373783785472,2587474264,Minneapolis Online,2016-02-09 12:20:00,,,,,,,,,,,,,,,,,,,,,1.0,"('park',)",,,1.0,"('school',)",2.0,"('hockey', 'sport')",,,,,,,,,,,,,1.0,"('park',)",1.0,"('park',)",,,,,,,,,,,,,,,,
697519711911694336,3899481526,Syria Today,2016-02-10 20:37:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697219000000000000,2743327187,Washington Online,2016-02-10 00:44:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698492436151013376,2494112058,San Jose Daily,2016-02-13 13:02:00,0.0,(),0.0,(),,,,,,,,,,,,,,,,,2.0,"('book', 'hotel')",1.0,"('health',)",,,,,,,,,,,,,,,,,2.0,"('hotel', 'suite')",,,,,,,,,,,,,,,,,,
698583243063369728,2530830345,New Orleans Online,2016-02-13 19:03:00,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,1.0,"('budget',)",,,,,1.0,"('school',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697564843700695040,2587843805,KansasCityDailyNews,2016-02-10 23:36:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698356000000000000,3074013672,Oakland Online,2016-02-13 04:00:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,1.0,"('hospital',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696485000000000000,2630842499,San Diego Daily,2016-02-08 00:06:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,1.0,"('body',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696924775206227968,2753338899,San Antonio Top News,2016-02-09 05:13:00,0.0,(),0.0,(),0.0,(),1.0,"('murder',)",,,,,,,,,,,,,,,1.0,"('death',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696632351690895360,2630842499,San Diego Daily,2016-02-08 09:51:00,0.0,(),,,,,,,,,1.0,"('business',)",,,1.0,"('business',)",1.0,"('business',)",,,,,,,,,,,,,,,1.0,"('bomb',)",,,,,,,,,,,,,,,,,,,,,,,,,,
698214289467805696,2743327187,Washington Online,2016-02-12 18:37:00,0.0,(),0.0,(),0.0,(),0.0,(),1.0,"('open',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697113219526053888,2753338899,San Antonio Top News,2016-02-09 17:41:00,0.0,(),0.0,(),0.0,(),,,1.0,"('live',)",,,,,,,,,,,,,,,,,1.0,"('sport',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697254934782160896,2743327187,Washington Online,2016-02-10 03:05:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697078514801971200,2753338899,San Antonio Top News,2016-02-09 15:24:00,1.0,"('hold',)",0.0,(),0.0,(),0.0,(),,,,,1.0,"('rally',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697732323085668352,3899481526,Syria Today,2016-02-11 10:42:00,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('militant',)",,,,,,,,,,,1.0,"('syria',)",,,,,,,,,,,,,,
697820559090921472,2530830345,New Orleans Online,2016-02-11 16:32:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698961691095072768,2753146444,Cleveland Online,2016-02-14 20:07:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698284000000000000,2743327187,Washington Online,2016-02-12 23:13:00,0.0,(),0.0,(),,,,,,,,,,,1.0,"('money',)",,,,,,,1.0,"('cancer',)",,,1.0,"('run',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698207577574756352,2530830345,New Orleans Online,2016-02-12 18:10:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696526505636048896,2611151319,Seattle Post,2016-02-08 02:50:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,1.0,"('sport',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697133481407549440,2601235821,Pittsburgh Today,2016-02-09 19:02:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,1.0,"('sport',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696686671404740608,3074563039,St. Louis Online,2016-02-08 13:27:00,0.0,(),1.0,"('cloud',)",0.0,(),2.0,"('conviction', 'murder')",0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696808834023628800,2928870434,Newspeak Daily,2016-02-08 21:32:00,0.0,(),0.0,(),,,,,,,,,3.0,"('clinton', 'election', 'politics')",1.0,"('stock',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('stock',)",,
697788212748521472,2743327187,Washington Online,2016-02-11 14:24:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,2.0,"('obama', 'politics')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696639001709514752,3899481526,Syria Today,2016-02-08 10:17:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,1.0,"('basketball',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698006976555458560,3074563039,St. Louis Online,2016-02-12 04:53:00,0.0,(),,,,,,,,,1.0,"('business',)",,,2.0,"('business', 'job')",1.0,"('business',)",,,,,1.0,"('hospital',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697070874990489600,3074013672,Oakland Online,2016-02-09 14:53:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,1.0,"('sport',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698707686880206848,2587474264,Minneapolis Online,2016-02-14 03:17:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696764820650008576,2611151319,Seattle Post,2016-02-08 18:37:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,1.0,"('auction',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698117665710170112,3074563039,St. Louis Online,2016-02-12 12:13:00,0.0,(),0.0,(),0.0,(),1.0,"('offense',)",,,,,,,,,,,,,,,,,,,1.0,"('sport',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698598000000000000,2530830345,New Orleans Online,2016-02-13 19:59:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,1.0,"('report',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696896691769778176,2495567768,San Francisco Daily,2016-02-09 03:21:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,2.0,"('candidate', 'politics')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696713212629127168,2591847731,Boston Today,2016-02-08 15:12:00,0.0,(),0.0,(),,,,,,,,,,,1.0,"('money',)",1.0,"('food',)",,,,,,,,,1.0,"('close',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698454857011728384,2743327187,Washington Online,2016-02-13 10:33:00,,,1.0,"('freeze',)",,,1.0,"('law',)",,,1.0,"('business',)",1.0,"('election',)",,,,,,,,,,,,,,,1.0,"('law',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696800271704334336,2494112058,San Jose Daily,2016-02-08 20:58:00,0.0,(),0.0,(),0.0,(),0.0,(),,,1.0,"('game',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696968224320061440,3899481526,Syria Today,2016-02-09 08:05:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697408769567752192,3071479646,Baltimore Online,2016-02-10 13:16:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,1.0,"('judge',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696565000000000000,2753211010,Phoenix Daily News,2016-02-08 05:23:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696598828347056128,2494112058,San Jose Daily,2016-02-08 07:37:00,1.0,"('freeway',)",0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('shoot',)",,,,,,,,,,,,,,,,,,,,,,,,,,
697617313479045120,2753338899,San Antonio Top News,2016-02-11 03:05:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696864768078925824,3074013672,Oakland Online,2016-02-09 01:14:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,1.0,"('sport',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698258627681910784,2530830345,New Orleans Online,2016-02-12 21:33:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698722000000000000,2587474264,Minneapolis Online,2016-02-14 04:15:00,0.0,(),1.0,"('ice',)",0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('ice',)",,,,,,
697625216495685632,2494112058,San Jose Daily,2016-02-11 03:36:00,0.0,(),1.0,"('ice',)",0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('ice',)",,,,,,
697122901653204992,2753211010,Phoenix Daily News,2016-02-09 18:20:00,0.0,(),0.0,(),0.0,(),,,,,1.0,"('director',)",1.0,"('politics',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697139622388707328,2591847731,Boston Today,2016-02-09 19:26:00,0.0,(),0.0,(),,,,,1.0,"('live',)",,,,,,,,,,,,,1.0,"('health',)",,,1.0,"('american',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697325264502558720,3074563039,St. Louis Online,2016-02-10 07:44:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697474380117331968,2530830345,New Orleans Online,2016-02-10 17:37:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,1.0,"('politics',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696524107530129408,3074013672,Oakland Online,2016-02-08 02:41:00,1.0,"('hold',)",0.0,(),0.0,(),,,1.0,"('live',)",,,,,,,,,,,,,,,,,1.0,"('sport',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697026427900678144,2601235821,Pittsburgh Today,2016-02-09 11:57:00,0.0,(),0.0,(),0.0,(),,,1.0,"('thing',)",,,1.0,"('politics',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697078216930885632,2495567768,San Francisco Daily,2016-02-09 15:22:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696753460817956864,2530830345,New Orleans Online,2016-02-08 17:52:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697141391000928256,2743327187,Washington Online,2016-02-09 19:33:00,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,1.0,"('minor',)",2.0,"('baseball', 'league')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696886000000000000,2753338899,San Antonio Top News,2016-02-09 02:37:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,1.0,"('trip',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698260117276393472,2530830345,New Orleans Online,2016-02-12 21:39:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,1.0,"('job',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697600300966785024,2587843805,KansasCityDailyNews,2016-02-11 01:57:00,2.0,"('car', 'race')",0.0,(),0.0,(),0.0,(),,,,,,,1.0,"('loan',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698373381922553856,2753338899,San Antonio Top News,2016-02-13 05:09:00,0.0,(),0.0,(),0.0,(),0.0,(),,,1.0,"('game',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697905000000000000,2601235821,Pittsburgh Today,2016-02-11 22:08:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('black',)",,,,,,,,
697459263396925440,2753146444,Cleveland Online,2016-02-10 16:37:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,4.0,"('clinton', 'politics', 'rally', 'vote')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696785780321038336,2753211010,Phoenix Daily News,2016-02-08 20:00:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,1.0,"('defensive',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698445750942826496,2591847731,Boston Today,2016-02-13 09:56:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,1.0,"('health',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697712785803837440,3899481526,Syria Today,2016-02-11 09:24:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('syria',)",,,,,,,,,,,,,,
697541489115574272,3899481526,Syria Today,2016-02-10 22:03:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('refugee',)",,,,,,
698139159068745728,2587474264,Minneapolis Online,2016-02-12 13:38:00,0.0,(),0.0,(),0.0,(),1.0,"('prostitution',)",0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697427525828390912,2587843805,KansasCityDailyNews,2016-02-10 14:30:00,1.0,"('vehicle',)",0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697127483087257600,2928870434,Newspeak Daily,2016-02-09 18:38:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,1.0,"('health',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697438009038233600,2587843805,KansasCityDailyNews,2016-02-10 15:12:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697791536847687680,2587843805,KansasCityDailyNews,2016-02-11 14:37:00,0.0,(),0.0,(),0.0,(),,,,,,,2.0,"('democrat', 'obama')",1.0,"('money',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
